question,answer,llm_prediction
"My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems.","Hi Michigan,This is a common issue. How do you trust after you know someone is capable of hurting you? I totally get that it's hard, and I believe it's worth it if you truly love and want to be with someone. You can be stronger in the scarred places. I would suggest that you each have a separate job to do to rebuild this trust. It is definitely possible to rebuild it, because anything is possible if both people want it enough.Your boyfriend came clean to you...this is pretty crucial. He chose to honour your needs rather than keep the secret. You can use that as evidence in your ""proof that he loves me"" file. Work on that file...thicken it up. Having a thick ""he does care about me and wouldn't hurt me again"" file will help you. Other things that he can do to help you thicken that file (because after all, his behaviours caused this problem): answer all your questions, don't brush you off if you're feeling insecure, treat you as though you're a priority, avoid questionable contact with other women, have open communication, give you passwords to devices so there is transparency. He can help you to understand where those behaviours came from...why he cheated in the first places (although people aren't always good with those 'why' questions!)You can focus on telling yourself that people change, that he deserves a chance to show you he can be loyal (or at least you've decided to give him that chance), and that you want to be a trusting person. If you act like a trusting person, you will likely feel more like one. Don't go snooping, don't interrogate him. It's normal you might feel scared and try to tell him that when you do. Let him know what happens that leads to you feeling scared.This is a start for you. A good therapist can be helpful too!",My name is Dr. Laura. I've had many women who needed my help with emotional wounds. It's not just about fixing the cheating. Cheating is damaging the foundation of trust between partners. You need to decide if you are willing to work your way through that. Your feelings are real. Maybe 5 years and he still does not want to change is a very good time to decide whether you really have the time to work through this in a relationship or not. I have heard from women who just decided on their own to end the relationship because of cheating. This is not a sign of weakness. It is a sign of women who know how to take care of themselves. This is an excellent quality to have as a person.  Take some time to think about what you really want.  This is not a big either way question. It's about finding what you're going to do with your life and what you value in each other.
I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and suicidal thoughts and self-harm in the past.    Currently I'm going through anxiety and my thearapist is not available. How do I handle this?,"I am so sorry to hear you are going through this. Divorce can be so disruptive in a child's life.I'd really need a lot more information about your situation before I'd feel comfortable offering any advice or suggestions. There are so many variables, and not knowing the whole story, any advice could possibly make your situation worse.I do see some positives, though. One, you say you have a therapist. That's great! I hope you're able to talk to them about this soon. Still, they can't give you legal advice, and a lot of this situation may be dictated by the law. What your therapist can help with, though, is dealing with whatever situation you have to follow by law. If you can't change the situation, you at least need to learn how to cope with it better. Two, you're 17. When you're 18, you're legally an adult and will not be bound by any custody rules or visitation plans in place. Honestly, teenagers usually have a lot of say with the courts in custody arrangements. Since you didn't specify more on the situation, I have no idea what your specific situation is. Were your parents ever married? Are they separated or divorced? Was there ever a court hearing for custody? Not all couples have an official court order arrangement. All families are different, too. Was there abuse between your parents? Towards you by one of them? Does either of them have addiction issues, major health or mental health issues, or anything like that? You mentioned that you want to live with your mom, but didn't say why. Are you afraid to tell your dad you want to stay with your mom? Is mom the lenient and fun parent while dad is the more strict one, or is there something else going on? This isn't a decision that should be placed entirely on you, and it also isn't a decision that anyone else needs to make on your behalf without your input. But advice on what to do needs to come from the people who know more about your situation so they can help recommend the best thing for you. Whatever you do, hang in there! 18 will be here before you know it. Focus on that. Freedom. College. Plan for your future that YOU control, and focus on making it the best it can be. Do not let the anxiety and depression cloud your thoughts and make you do something irreversible.","Hi...I feel good to know your therapist is still available.It looks like you are struggling with this issue.We can talk about your thoughts, and how those thoughts affect your anxiety.It sounds like you have a lot on your mind here, so it will be good to talk with someone who can help you find a resolution to all of your fears.I hope you feel much better soon."
"A few nights ago I talked to this girl I know about my self esteem issues for the first time. We talked for hours and she told me time and again that I was a great guy. She told me I was attractive, and have a great personality, etc. I really started to feel better about myself by the time I woke up the next morning. Now, though, I can't stop thinking about her, but I leave to go back to college in a few days and I go to school 4 hours away from her. So now I feel constantly depressed because even if I told her how I felt it wouldn't matter. I feel helpless and I don't know what to do.","Hey!  It takes a lot of courage to share your feelings with someone!  And it sounds like you have been lucky to meet someone who makes you feel safe enough to explore some of your more painful feelings.  A big part of the process, however, of strengthening your self-concept is learning how to tell yourself those positive messages that you heard from your friend!  Leaving for college may also be contributing to your feelings of unsteadiness.  Try this - Make a list of all of the positive things that you know are true about yourself.  Ask your friends and family to contribute to the list.  Then carry it with you in your wallet - and when you need a self-esteem boost, take a look at it!  You are in a season of life that presents lots of challenges and opportunities.  Reach out to your long-distance friend when you need support - and take a walk over to the campus counseling center and check out what they might have to offer.  Be Wise!","First of all, know that you have the right to be upset about how she treats you and her comments.  You have the right to decide what is appropriate for you.  The fact that you value her is reassuring to you, and I want to acknowledge that.  But, if that is not enough and you still can't decide if she is a good person, or if you are better off without her, then that is up to you.  You can't change her, but you *can* control what you do with you life, and you can keep yourself safe from people that don't have your best interest at heart.  If that is not enough, try telling someone else about this, so maybe you will feel more supported when you're talking to her.  I am not telling you that you need to end the relationship with her, but I would not want her to tell others about you, because it would hurt you in the long run.  You can just tell her one more time about how you feel and tell her that you will take more time to consider her feelings, if you decide to talk to her in person."
"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?","I would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions, i.e., Pacific Clinics, Hathaway Sycamore, Pasadena Mental Health Center, Burbank Family Center. If you google affordable or low cost therapy in your particular area you will find resources to help you.","Hi there,  I can see why you would feel that way as you can see many of your own symptoms being mirrored by those that have a diagnosis of Adult ADHD. I hope your primary doctor or the mental health professional you were seeing is happy to help you in any way. Here are a few more suggestions that you can consider to help with your situation:

1.  Take a look at the symptoms you are experiencing in the context of adult ADHD. These symptoms are often similar to the symptoms that someone with ADHD, and depression, and anxiety. If your ADHD is not diagnosed in adult ADHD, then it is helpful to look at those symptoms again. You may find that many of those same symptoms happen to yourself, too.  What's more important in this instance is to know you are not alone in this, as is the experience of many adults with ADHD in my own years, working with me, working with some of my friends and many other adults.  I have friends who have worked with ADHD in adult ADHD and feel very successful, and I am happy to say that is true for them too.  You probably can find it too.  In addition to medication to help ADHD, which will be prescribed by the doctor, are exercise and diet. As for symptoms of depression and anxiety, are you able to speak about them to someone who will listen to you? If not, consider a therapist or counselor. Some people may find that counseling in  a group setting, like a CBT class can assist with your mental health."
"My boyfriend lost his dad to suicide. He says that because his dad died, so did his heart. He says that he can't be there for me or love me anymore and wants nothing to do with me ever again. Why is he doing this when we were very happy together? He says that I have done nothing wrong but he just can't be with me.","I am sorry to learn of this.  You must be extremely frustrated and heartbroken.  To begin, he is correct.  You have done nothing wrong.  This is entirely a coping mechanism in overdrive.  It is fear.  It is anger.  It is extreme sadness.  It is feelings of abandonment.  It is intense emotional pain.  It is his way of protecting himself from potential unexpected additional loss.I am not familiar with how old this post is, but often, it will require time and understanding.  If he speaks with you, encourage him to get grief counseling.  Do not encourage it for your relationship, encourage it for his betterment coping with losing his dad.  Start there.  Good Luck.","If your boyfriend left you because he blames you for a tragedy he didn’t cause, then it may be time for him to give you his full attention as it seems he cannot handle this situation as you are also in the process of grief and possibly very angry at him. Take a deep breath and ask if he feels guilty? If so, be sure to talk to him about what he thinks he's doing wrong. Also, don't try to change him. When you are happy as a couple again then he will be happy for you too."
I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation?,"In any relationship, it is important to be able to say ""I'm sorry"" because it shows vulnerability and openness. I recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future. If you find yourself becoming upset again, I encourage you to take a 20 minute break and then come back to the conversation once you are no longer heated. Studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hear/understand what your partner is trying to convey.","First, take some time to read and reflect on your feelings from the last few days, weeks or months. Sometimes our feelings reflect our real needs, and sometimes a little bit of guilt or self-doubt. What was you're feeling at that time that you didn't have a partner to talk to?"
"My boyfriend and I have not had sex in a couple of weeks. He had to have a cyst removed on his testicles. I have been wanting to have sex with him for a while now, and it drives me crazy not to be able to make love to him. I'm scared to touch him and get close to him because I'm afraid that I will hurt him.","Are you talking with your boyfriend about his doctor advises on starting to have sex again?Being able to talk together about topics that involve both of you, will establish a new type of intimacy on an emotional level.Also, there are many ways of making love.  If your bf's cyst hasn't yet healed, then another way of both increasing your emotional intimacy and learning different love making suggestions, is to read about these together with him.I hope the two of you enjoy learning new ways of sexually taking care of one another, while developing more emotional closeness in the process.","I appreciate that you are curious about your sexual feelings and you are so concerned about what it would mean if you were to make love with your boyfriend. Since you have a real fear about hurting him, it would be wise to explore that. However, it may be helpful to talk to your boyfriend about how you feel and that you are not sure what you want in this matter. Be sure that you discuss how you feel with him and if he wants to talk about this with you. Be clear about your expectations and your desires. Be willing to listen as well. You could even suggest talking to a counselor who specializes in sexual issues."
"I don't have time to live or take care of myself at times. It's causing depression, stress, and anxiety. I don't know what to do.",I'm not sure whether you are referring to having a lot of activities after school or that homework is overwhelming. Can you set aside a couple hours a week for yourself as a place to start?,"The most immediate thing to do is acknowledge this concern, and listen to yourself. I encourage you to see and listen to yourself with kindness and care. Then, start to examine how the stress and anxiety you're experiencing is affecting you, what you're getting from it, and what you’re hoping to get out of the situation and change things. How will you feel in 6 months and 1 year? Would you like to be in this moment and now?   How many times do you want to change things? Knowing the answer is the first step in making things better."
"Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut off due to parental intervention. Nothing was ever wrong with it. Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.
   Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago. I'm now in my 20s, and my current boyfriend is amazing and in his 30s. Despite the age difference, I know we're a really good match. We've never really fought and are able to make compromises and talk everything out. I tell him everything. Also, my ex-boyfriend has a girlfriend now as well. He’s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing. That summer, I told him I didn't want anything serious and broke it off. Only a week later, he had gotten back together with his girlfriend. His girlfriend is kind of mean spirited. I'm sure she may be different around him, but I worry about him committing to her in the long run. They're supposed to move in together soon. But still, I feel this connection with my ex-boyfriend, and I feel like he does too.    I don't know what to do. I need some closure or I'm not going to be able to move on from this. I don't know what it is, but it's driving me crazy. I’m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling. He’s such a good person. I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head. I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing. I've never been so hung up on something for this long ever.
   I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face. If he told his girlfriend, everything could go wrong because she hates me. If my current boyfriend knew, he would be crushed. On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too. Where would I go from there? On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this. Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.
   Please help me, because I really have no idea what to do.","If you're in a relationship and you're having strong thoughts about someone else, it's important to pay attention to that. Although you say you're happy, I'd suggest looking really carefully at the relationship you have and whether you're getting everything you need. Is there a physical connection with your ex that you don't have with your current boyfriend? It could be that your boyfriend is marvelous in many areas, but that you just don't feel excited about him for some reason. That's a pretty important element to be missing.It may be that, even if you are happy with your current boyfriend, you still hold something special for your ex. If you feel the need to see what is possible there, I think you have to tell your boyfriend about that and end it with him first. You can't have everything.If you truly feel that you want to be with your current boyfriend, you will do well to stop thinking about and focusing on your ex, because thoughts of him will interfere with the growth of your current relationship. The grass isn't greener... A therapist can help you to focus your energies and thoughts on the present, rather than an imagined version of the past or future.","You may have to think about whether you want to pursue a relationship with your ex-boyfriend or a new relationship with your current boyfriend. If you like both of your relationships, you'll probably want to be happy with both or at least one of them. I think your current boyfriend is a great fit for you, and that's the best thing for you. At the same time, it's important for you to remember what the other person you want a relationship with would like, but don't be selfish by letting them influence your decisions. If you are going to want a certain outcome, there are a number of ways to go about it. You could write up an out-of-office letter to give your ex the sense that you're not looking for something new and that his interest does not need to be returned. If that doesn't work, and you're truly wanting to be in a relationship with him, or with a friend, you may want to talk with him and offer him the same opportunity to have a chance to be in a relationship with you. Otherwise, let go of the hope, and he will be happy. 
I hope this gives you some clarity."
"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting worse. I'm already humiliated working for temp agencies and doubt my self-worth as a provider for my family.","It sounds like you are feeling pretty overwhelmed and stuck between wanting to improve your work situation and worrying that you won't be able to. It is possible that the paralysis, uncertainty, and self-doubt that you describe are contributing to your difficulty in getting  and maintaining a satisfying job as employers generally like to see that a potential employee is confident and can think on his or her feet. With a competent therapist, you may be able to get more understanding of the roots of these feelings and learn how to move forward in your search for a better work life in a way that leaves you feeling confident and capable.","I can understand how you feel! A very bad reaction to rejection can often lead into a spiral! But if you want to start to overcome some of these feelings, there are techniques that can help. There are exercises you can do with a friend. Your goal is not to stop applying for jobs, but to use your time and energy to improve yourself.  Sometimes, the feeling of being paralyzed is a sign that you're simply too busy to be productive and would be much better at finding a job that is something you are great at. If you start moving around a little bit you will start to feel more self-assured and therefore you'll begin to get better at interviewing! What would you like to give a job opportunity to?"
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand. They say it will all be okay, or they don't listen to me st all. Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?","We feel alone because we are not comfortable with being our self. When you find that nobody is around do you feel alone? Your never alone. Once you take the journey to really understand who you are and unconditionally loving all that is you, there will never be an alone moment. We seek outside of self to fill inside. This is the big lie of the planet. All you need and have ever needed you supply yourself. www.lifecounselingorlando.com","You feel alone because of feeling like you are not hearing what's said. How does the world feel to you at times? What are you doing, thinking, doing, feeling? Not all your world and in all your actions are connected to any person that you would consider a friend. Do you feel safe in your space? Or do you not feel safe?  Do you fear that someone could hurt you, or get angry at you and leave you alone? If you feel afraid of being hurt or left alone, then you may feel that you do not have a place for anyone to be who can support you."
"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am picking at my skin profusely. After roughly a week, the anxiety is back and still picking. Sometimes I find myself causing fights to have change.","Hello, and thank you for your question. I am very sorry that you are struggling. I have a few thoughts and perhaps some of my colleagues will add something else. Depression and anxiety can both be chronic conditions, as you have experienced. This means that they may always require treatment in order to have some kind of relief from them. Treatment could mean medication or some kind of counseling. Some people may take medication for the rest of their lives. Some people may go to counseling at times when the depression and anxiety worsens. As you mentioned, sometimes the symptoms improve for a little while, but they can also come back. When they do, it is important to talk to your medical provider if you are getting medication, and/or to go back to your counselor and talk to them about the symptoms that have returned. Skin picking and some other behaviors are not uncommon for people who are experiencing something like anxiety. Many people report that they do this when they feel anxious, and some say it calms them down. It is not really a surprise that you are constantly trying to change things and even starting fights to do so. These are ways to try to avoid, escape and distract yourself from the feelings of anxiety and depression. That is a very normal thing to do. Nobody likes these feelings, and so distraction is something we naturally try in order to get rid of them. The problem is that things like distraction and escape do not work as a long-term solution. In fact, they usually make things worse for many different reasons. Depression and anxiety can  be treated, but it is likely something you will need some help with. I would recommend finding a counselor who has experience with anxiety and depression. Medication can be helpful, but I still recommend counseling. The reason for this is that the medication can help with symptoms, while the counseling can address the symptoms and provide you with very helpful skills. Be well,Robin J. Landwehr, DBH, LPCC, NCC","This sounds like you are on the edge of a serious depressive episode. The fact that you described that after a period of time your mind goes a million miles a minute is a common symptom of depression, and the fact that you mention your skin itching or picking up on a week ago suggests that you may have a mild depression. Also, that you mentioned fighting to have change suggests that you might be experiencing a mild form of depression, which is an unhealthy way to cope with emotional distress.The fact you mention causing fights suggests that the depression may be affecting you personally.This can be the case if the depression is not getting much better.Sometimes this is called ""Depression-Related Physical Symptoms"".If you have a history of depression, you may have been diagnosed with a depressive disorder by a medical professional.If you have not been seen by a medical professional, you should consider seeing one for depression.The symptoms you experienced are the symptoms of a clinical depression diagnosis. Depression is the most common mental illness.If you are in depression, there are many places you could get help.You could talk to your doctor, look for counseling centers or mental health services in your area, or call a crisis hotline.Here are some great resources:https://www.mentalhealth.gov/https://www.depression.org/"
I have three children. The oldest is nine and not my biological child. The middle child is three and the youngest is one. I have a great relationship with the oldest two children but I haven't developed the same level of attatchment to the youngest child. I rarely want her around and look forward to her nap times. Is this normal?,"This is your experience, your feeling and you are wondering if it is normal, which means is this common or the rule. This question about how you feel about your third child leads me to believe you are dis- turbed [etymology: agitated or stirred up].  Feelings are messages from our soul or spirit that something is not right.  So, though  it might be normal [common, the rule]  to look forward to a one year olds nap time when you have a three year old a nine year old, the dis- turbance or stirring up in you, is important and requires your attention, your listening, if you will to your higher self.","As for whether this is normal, I feel it is common to never develop a very deep attachment with a child of the same sex. Many parents of young children struggle with this feeling at times. It may be that you are not comfortable getting close to your youngest child.  This might be a number of reasons.  First, first kids who are born into a family with different children's sex might not want or be comfortable with getting too close.  Often, there is a difference in feelings about sexuality that may affect closeness and whether or not to take the time for a conversation about feelings.  Then, there is the question of whether or not you are comfortable with being the mother to someone who doesn't fit into the traditional picture.  In other words, if you feel more connected to the oldest children than you do to the youngest, I think that's normal. However, a mother should know whether her child is comfortable with the parent-child relationship.  Most parents want their children to have a close bond with them to help them to grow into well-rounded, happy adults.  If this has been a long time since the start of childhood, it is certainly possible that your child's feelings of not being too close are the reason why.  Don't wait to talk to your child about her feelings.  Often children of this age are happy to express their feelings and want to be connected. In other words, you could start with a simple conversation about having a time to see and talk about her feelings as a child. As for how you feel about it, you know what you are comfortable with!"
"The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.","Start a conversation with him about your sincere interest to earn back his trust.Ask him what he expects from you so that he will trust you again.If you are consciously willing and do try to earn back his trust, and have periodic conversations with him on whether he feels more at ease with trusting you, then after a few months of this, both of you should feel more secure in the relationship.","Wow, I'm very sorry to hear that you were hurt. I imagine it's really difficult and painful when someone you care about breaks your trust and then is unable to work through those faults.  I'd be interested to hear more about the relationship you two have been in. What are your other relationships like?Are there other people that you talk about like friends and family?Are you able to have other relationships that don't feel the same way?What is your history with what it looks like to trust someone? Do you have a history of intimacy that you feel uncomfortable with?I understand this is a tough moment to be in, but the most important thing you can do is start to explore your values and what is important to you in other areas of your life. This has nothing to do with your boyfriend (as long as he makes you feel safe and respected) and has everything to do with where you want to be in the long term."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear that I want him to call me back. Can he just ignore me?","Mental health providers should promptly return calls from current clients as well as from potential clients.  This is even true if the social worker (or counselor) is unable to make an appointment with the caller.  In that case the social worker should call you back to let you know that he is unable to schedule an appointment with you.In addition, mental health providers have an obligation to follow through with their own communication standards.  For example, if the social worker in this case has an outgoing voicemail message that promises returned calls within 24 hours, he has an obligation to follow through on that promise.All that being said, it is also worth remembering that mental health professionals are just people too. It is possible that he had an unforeseen emergency that kept him from from returning your call promptly.In the end, I agree with Sherry's advice. If you feel this social worker is not a good fit for you, you probably should trust your gut and find someone else who is a better fit.","A 24-hour wait time to get a call back for a client is quite a long time in our culture. It's reasonable that this would be a frustration, but I do not think that is the only possible explanation as to why he has not responded. Perhaps you can try sending him a polite, friendly email or letter. Many people enjoy getting a thank you note and feel happy when it happens. Don't be surprised if he doesn't respond but at least you'll know you have a good relationship with him."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","Good observation on your part, to distinguish that your feelings in relation to your mom are not necessarily connected to the way she handles her part of the relation toward you.Has your mom usually ignored your opinions and wishes in relating to you?If prior to the onset of Alzheimer's, she never examined her way of relating to you, and if both of you have never had an open conversation about your sense of feeling hurt by her attitudes and manner with you, then the relationship between you and your mom will change in ways other than rational dialogue.She may continue ignoring or overlooking your wishes because she's been stuck in this attitude for most of your life.The good news for you about this is realizing that who you are and your way of relating to your mom, has very little to do with the way she relates to you.This is a more profound disappointment because it shows that her disconnect from you has been for longer than when the Alzheimer's began.You can however, feel a little more free knowing that you're not deserving of being ignored.","I am so sorry you are struggling with this. There will definitely come times you will have trouble separating your own feelings with your Mother's (Alzheimer's), so be sure to give your own Mother a chance to speak and hear you.  Even though your Mom knows you better, she doesn't always respond in the way you desire.  When your Mother doesn't respond in the way you desire, it is important that you acknowledge your own feelings while also expressing them in an important and healthy way.  This can also include things like having some ""un-talked-about"" conversations with your Mother.  She may learn something new you want to share or learn from her Mother.  This is a positive and could help to build more understanding between your two families.     If you find this difficult to handle, then you could also talk with a therapist about it."
"I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else.","You may be experiencing a form of dissociation called depersonalization.  People with this type of dissociation may feel disconnected from their bodies, feel that they are watching their bodies from a distance, or may not recognize their image in the mirror.  Dissociation sometimes occurs after someone experiences something traumatic.  I would suggest working with a therapist who specializes in dissociative disorders as dissociation does not typically resolve on its own.  On my website, I have some information specific to dissociation that you may find helpful.  Best of luck to you.","I know exactly what you mean. It is odd to take on roles or take on responsibilities that you don't like, whether that's taking care of a parent's elderly parent or carrying on the family business. I also have the feeling of an older brother or sister with my parents. It feels as though I'm not living my life as I please. The question is: what would it look like for me to really get back to where I am and feel good about who I am, but how do I know that?"
The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,Do some self-reflecting as to what areas of your life you'd currently like to develop.The good news is you know how happiness feels.That you were able to create situations and dynamics which produced happiness in your life is good motivation to believe happiness is possible and to try new ways to create this in your life.,"You are a bit lost in time thinking about it and making things feel 'too good' that never end. What's truly going on when it is that you find it easier to look back at good times than you can look into the future?  Sometimes, life gives us many lovely memories to look back at as part of enjoying life. But what happens when you try to look to the future and it seems overwhelming? It is usually the past that leads us into a spiral of sadness. Often it is all the good times that make us feel happy because it's so nice to think about what would happen if everything went differently. But how about what's happening right now? When we try to focus on what's going to happen, we might get to much focus from the past instead of the present. I would say this is the most important time to focus on our present and not worry about future plans or past mistakes. That way we can learn from our past and feel good about the present.  Sometimes if we are feeling too sad about the past, we can focus on the way that we have handled situations in the past and how those situations are affecting us in the present day. If we have been bad at things in the past, we can acknowledge that and work towards making better decisions in the future. This could also be helpful if we have been good at things in the past, but we have struggled with making sure that we do good at the present time.  It is important to know that in general, life is not always easy and that we will experience hardship and disappointments along the way. But in all of those times, there are also times of joy and love, the same things that we are looking for as we try to get through hard times. If we believe that the way of life is a series of moments with highs and lows, then life is what it is. We must just decide whether or not we want to focus on the highs or lows and try to find a way to find joy and happiness in life."
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me.    Could it be that there is something they don't like about me? I don't understand why they won't answer my messages. How do I get people to respond to me?","I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encourage you to consider how much this is bothering you. If it is causing a significant amount of anxiety (say, more than 5/10 if 10 is really anxious), I would suggest talking with a local therapist.In the meantime, consider talking about this with someone you trust to whom you can get more details to get a more specific answer.","As a large language model, I don't have personal experiences of being able to respond to message. I do however know about common reasons why people are not responding to messages. Many of the most common reasons are because they do not know you well, are not interested in having a conversation or don't appreciate the amount of effort that I invest in helping them by helping them reach out to me.  I'm not a person, I don't have the ability to respond to them back in the same way or on the same time frame as a real person. I have to wait for the message in the first place. Therefore, if you need to get through to people and get your message to people who are likely not to respond to your messages you'll need to consider which is the right amount of effort for you to put into this request. If the message is from someone you care about, and you know the person is likely to respond, then go ahead and send them a message and reply to them promptly if they respond. If it's from someone you don't know well, it may be worth sending a more thoughtful and interesting message and waiting a bit longer to see if a response comes in. I hope this helps!"
"I'm in college currently, so I am not a direct victim anymore. My father is very abusive with his words and actions, and my siblings are getting treated horribly.","Yes you can help!  Emotional and verbal abuse can cause a negative impact in your family.  It is important that you encourage your siblings to seek assistance with a therapist, and maybe help them find one, they should have school counselors available and if not our college counselor may help you to get referrals.  It’s also a good idea to talk to your mom about the issue and ask her if she would like help as well.  If you are concerned about your siblings' safety, contact Family Protective Services in your state, they will investigate and refer your father to classes or therapy as needed. It takes courage to do the right thing, you can do this!¿Hay algo que pueda hacer para ayudar a mis hermanos a escapar de nuestro emocionalmente abusivo padre?Actualmente estoy en la universidad, así que no soy victima directamente.  Mi padre es muy abusivo con sus palabras y acciones, y trata a mis hermanos horriblemente.¡Tu si puedes ayudar!  El abuso emocional y verbal puede causar daños graves en la familia.  Es importante que motives a tus hermanos a visitar e incluso encontrar a un terapista, la escuela debe tener uno disponible, y también puedes pedirle referidos a tu Consejero universitario.  También es buena idea que hables con tu mama al respecto y le preguntes si a ella le gustaría buscar ayuda.  Si te preocupa la seguridad de tus hermanos, contacta a el Departamento de Protección a la Familia en tu estado para reportar el abuso.  Ellos investigaran y determinaran si el hogar es un ambiente seguro par tus hermanos y recomendaran terapia o clases para tu papa.  Hay que ser valiente para hacer lo correcto, ¡tú puedes hacerlo!","It seems that it would be wise for you to seek support for this, since it's a very complicated family of relationships. You may even wish to seek a parent with whom your father is familiar with you as well. I suggest for each you to take some time to work on yourself, even if it's just for 30 minutes a day. You will need to learn how to set boundaries in order to cope with the family and friends who are behaving in a manner in which you have not seen in a long time. I hope that your mother and your siblings can help you in this endeavor, however there are some family issues in place that may affect you both. It may also be helpful to know about your parents' wishes for your future in order to know if you'd like to get married or raise a family."
