question,answer,llm_prediction
"Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut off due to parental intervention. Nothing was ever wrong with it. Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.
   Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago. I'm now in my 20s, and my current boyfriend is amazing and in his 30s. Despite the age difference, I know we're a really good match. We've never really fought and are able to make compromises and talk everything out. I tell him everything. Also, my ex-boyfriend has a girlfriend now as well. He’s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing. That summer, I told him I didn't want anything serious and broke it off. Only a week later, he had gotten back together with his girlfriend. His girlfriend is kind of mean spirited. I'm sure she may be different around him, but I worry about him committing to her in the long run. They're supposed to move in together soon. But still, I feel this connection with my ex-boyfriend, and I feel like he does too.    I don't know what to do. I need some closure or I'm not going to be able to move on from this. I don't know what it is, but it's driving me crazy. I’m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling. He’s such a good person. I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head. I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing. I've never been so hung up on something for this long ever.
   I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face. If he told his girlfriend, everything could go wrong because she hates me. If my current boyfriend knew, he would be crushed. On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too. Where would I go from there? On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this. Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.
   Please help me, because I really have no idea what to do.","If you're in a relationship and you're having strong thoughts about someone else, it's important to pay attention to that. Although you say you're happy, I'd suggest looking really carefully at the relationship you have and whether you're getting everything you need. Is there a physical connection with your ex that you don't have with your current boyfriend? It could be that your boyfriend is marvelous in many areas, but that you just don't feel excited about him for some reason. That's a pretty important element to be missing.It may be that, even if you are happy with your current boyfriend, you still hold something special for your ex. If you feel the need to see what is possible there, I think you have to tell your boyfriend about that and end it with him first. You can't have everything.If you truly feel that you want to be with your current boyfriend, you will do well to stop thinking about and focusing on your ex, because thoughts of him will interfere with the growth of your current relationship. The grass isn't greener... A therapist can help you to focus your energies and thoughts on the present, rather than an imagined version of the past or future.","It would be good to know what happened last summer, like why you went to a relationship with my ex-boyfriend. You didn't say what happened to make him go back with his girl right away. Was it something about the way you two interact with each other or other things? You might find it helpful to talk to your ex-boyfriend or ask him why he had a lot of sexual tension or feelings towards you. But to help you further, I would be interested in hearing about the last thing that happened with you and your ex."
"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting worse. I'm already humiliated working for temp agencies and doubt my self-worth as a provider for my family.","It sounds like you are feeling pretty overwhelmed and stuck between wanting to improve your work situation and worrying that you won't be able to. It is possible that the paralysis, uncertainty, and self-doubt that you describe are contributing to your difficulty in getting  and maintaining a satisfying job as employers generally like to see that a potential employee is confident and can think on his or her feet. With a competent therapist, you may be able to get more understanding of the roots of these feelings and learn how to move forward in your search for a better work life in a way that leaves you feeling confident and capable.","It sounds like you are in the thick of it! I know the current environment you are in has really tested your self-worth as a provider, which is something all therapists deal with. I'm sure you have gotten pretty good at what you do to provide for your family. You have the ability to work so hard, and do such an amazing job. It sounds as though you could have continued your career without this issue, and not feel this frustration.  It seems to me that my first question for you is:  What specifically makes you feel so paralyzed during interviews?  You know the people who know you better than anyone else have heard a lot about your behavior. You know that you are capable of being the best, but you are still finding yourself struggling to feel like you are being good enough.  What kind of feedback or questions do you like or dislike?  Sometimes it is better to know what to avoid and what to ask, than to be overly worried about answering a question, or how you are answering it.  It might be useful to try and narrow down exactly what your specific anxieties around each interview are.  I know, I can understand that interview questions, and in particular some of the questions, can be very difficult for those of us who have a good sense of confidence in ourselves.  If you were able to narrow down just what was bothering you, as I have done with your current situation, it could easily solve one of the issues you might have.  It is something to do with your self-worth?  How would you describe it in your own words?  If you're already at a place where you are doing the work that you need to do to grow in your ability to handle stressful situations, then it would be wise to take some time off, and not work until you feel that you have a better sense of who you are.   You are definitely capable of being confident and a good employer, and I am sure you are deserving of having the career path you are longing for."
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand. They say it will all be okay, or they don't listen to me st all. Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?","We feel alone because we are not comfortable with being our self. When you find that nobody is around do you feel alone? Your never alone. Once you take the journey to really understand who you are and unconditionally loving all that is you, there will never be an alone moment. We seek outside of self to fill inside. This is the big lie of the planet. All you need and have ever needed you supply yourself. www.lifecounselingorlando.com","The need to understand this and feeling lonely while people talk to you, but you feel like you don’t hear them are things that can really hurt and make things feel very much harder. Since you are feeling alone even when you have people around you you have a pretty big reason to feel that way. You may be feeling some shame or humiliation about your own feelings of loneliness so you're feeling this way in order to avoid what you suspect that will happen to you. Your feelings are real, even if they aren't as visible as the feelings of someone else's. In fact, the fact that you feel this way despite being surrounded by people is the only possible source to keep those feelings alive. It means that your feelings about loneliness are more important than your feelings about how you seem to be seen by others. If you feel this way, and you feel as though you're isolating yourself from others, then you may need to start really paying attention to the feelings in your heart and whether they are supported by what you are doing in your life, as well. Your feelings in your heart should be the ones that hold the most power in your life, so you may want to stop relying on the rest of the world to hear what your heart is saying. It takes time and awareness to be able to listen to your heart, but it’s worth it."
"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am picking at my skin profusely. After roughly a week, the anxiety is back and still picking. Sometimes I find myself causing fights to have change.","Hello, and thank you for your question. I am very sorry that you are struggling. I have a few thoughts and perhaps some of my colleagues will add something else. Depression and anxiety can both be chronic conditions, as you have experienced. This means that they may always require treatment in order to have some kind of relief from them. Treatment could mean medication or some kind of counseling. Some people may take medication for the rest of their lives. Some people may go to counseling at times when the depression and anxiety worsens. As you mentioned, sometimes the symptoms improve for a little while, but they can also come back. When they do, it is important to talk to your medical provider if you are getting medication, and/or to go back to your counselor and talk to them about the symptoms that have returned. Skin picking and some other behaviors are not uncommon for people who are experiencing something like anxiety. Many people report that they do this when they feel anxious, and some say it calms them down. It is not really a surprise that you are constantly trying to change things and even starting fights to do so. These are ways to try to avoid, escape and distract yourself from the feelings of anxiety and depression. That is a very normal thing to do. Nobody likes these feelings, and so distraction is something we naturally try in order to get rid of them. The problem is that things like distraction and escape do not work as a long-term solution. In fact, they usually make things worse for many different reasons. Depression and anxiety can  be treated, but it is likely something you will need some help with. I would recommend finding a counselor who has experience with anxiety and depression. Medication can be helpful, but I still recommend counseling. The reason for this is that the medication can help with symptoms, while the counseling can address the symptoms and provide you with very helpful skills. Be well,Robin J. Landwehr, DBH, LPCC, NCC","It sounds like you're dealing with the ""cycle of change"" and this change seems like both helping and hurting you. You are caught in a loop of self-care, and if you get to the bottom of that cycle then maybe you'll get some peace from it. The change in your skin is a manifestation of the anxiety and worry about what will happen if something changes. But your anxiety is not being ""correct"" or needed for this change. If you are going to let go of your anxiety, then this will be more likely."
I have three children. The oldest is nine and not my biological child. The middle child is three and the youngest is one. I have a great relationship with the oldest two children but I haven't developed the same level of attatchment to the youngest child. I rarely want her around and look forward to her nap times. Is this normal?,"This is your experience, your feeling and you are wondering if it is normal, which means is this common or the rule. This question about how you feel about your third child leads me to believe you are dis- turbed [etymology: agitated or stirred up].  Feelings are messages from our soul or spirit that something is not right.  So, though  it might be normal [common, the rule]  to look forward to a one year olds nap time when you have a three year old a nine year old, the dis- turbance or stirring up in you, is important and requires your attention, your listening, if you will to your higher self.","What is in our parenting style?  Is it what will lead to our children's growth?  Is it a model that we would like to see our children emulate?  Are our children growing up feeling safe and loved in our home?  If so, what is the first thing to know?  Is the only reason you don't have the same level of attachment as your oldest two are you trying to love, rather than accept your children as they are?  I am here to help you to reach a place of acceptance in your life, and to help you allow your children to reach their full potential.  I have heard people talk about love as being the best thing in the world, but it is important to remember that we all have different ways of loving.  It is important for the adults in our lives to try to understand each other to help us all get better.  If you would like to share more about what is going on in your family, I'd be happy to hear it and answer any questions you may have."
"The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.","Start a conversation with him about your sincere interest to earn back his trust.Ask him what he expects from you so that he will trust you again.If you are consciously willing and do try to earn back his trust, and have periodic conversations with him on whether he feels more at ease with trusting you, then after a few months of this, both of you should feel more secure in the relationship.","A couple years ago I had a similar problem. I was being dishonest and I ended up hurting myself, which is something that has had many effects on my life. I don't know how to go back to normal. In all honesty, I don't even know what to do with my life right now."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear that I want him to call me back. Can he just ignore me?","Mental health providers should promptly return calls from current clients as well as from potential clients.  This is even true if the social worker (or counselor) is unable to make an appointment with the caller.  In that case the social worker should call you back to let you know that he is unable to schedule an appointment with you.In addition, mental health providers have an obligation to follow through with their own communication standards.  For example, if the social worker in this case has an outgoing voicemail message that promises returned calls within 24 hours, he has an obligation to follow through on that promise.All that being said, it is also worth remembering that mental health professionals are just people too. It is possible that he had an unforeseen emergency that kept him from from returning your call promptly.In the end, I agree with Sherry's advice. If you feel this social worker is not a good fit for you, you probably should trust your gut and find someone else who is a better fit.","It appears that the social worker is unable to answer the phone.  This is something that is not always easy to respond to; it is always a matter of personal preference.  The key question here is: does it affect you enough that you want him to take this matter away from you?  What do you consider important and how can you work with the social worker to keep him available to discuss you and your needs to the same time?  In his absence, try to be patient."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","Good observation on your part, to distinguish that your feelings in relation to your mom are not necessarily connected to the way she handles her part of the relation toward you.Has your mom usually ignored your opinions and wishes in relating to you?If prior to the onset of Alzheimer's, she never examined her way of relating to you, and if both of you have never had an open conversation about your sense of feeling hurt by her attitudes and manner with you, then the relationship between you and your mom will change in ways other than rational dialogue.She may continue ignoring or overlooking your wishes because she's been stuck in this attitude for most of your life.The good news for you about this is realizing that who you are and your way of relating to your mom, has very little to do with the way she relates to you.This is a more profound disappointment because it shows that her disconnect from you has been for longer than when the Alzheimer's began.You can however, feel a little more free knowing that you're not deserving of being ignored.","I understand why you're looking for answers, and I'd be glad to help.I would recommend finding other people in your life, who have a supportive view of the way that Alzheimer's affects people.You could join an AD support group.  There may be many other resources you're not familiar with.  Remember to talk about what you're dealing with.  Asking people to help you take care of this would seem nice, but what if it's not something they want to do? It's important to know what kind of help would be helpful.  You may want to talk to an elder care specialist.  They can take care of a lot of these tasks.  I don't know all of the local services available, but I'd be happy to give you a call if you want a list.  If a family member is involved in caring for you, it can be hard to find the time to do it and care for your needs.  I would suggest asking your family member for advice on how to take care of your needs.                                                                                                                                                                                       �"
"I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else.","You may be experiencing a form of dissociation called depersonalization.  People with this type of dissociation may feel disconnected from their bodies, feel that they are watching their bodies from a distance, or may not recognize their image in the mirror.  Dissociation sometimes occurs after someone experiences something traumatic.  I would suggest working with a therapist who specializes in dissociative disorders as dissociation does not typically resolve on its own.  On my website, I have some information specific to dissociation that you may find helpful.  Best of luck to you.",This sounds like one of the classic symptoms of a depression or the beginning of a depressive episode. If you have not been diagnosed you could try an appointment with a psychiatrist or doctor to investigate. There may be things you've never tried and the doctor might see or suggest treatment for your depression.
The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,Do some self-reflecting as to what areas of your life you'd currently like to develop.The good news is you know how happiness feels.That you were able to create situations and dynamics which produced happiness in your life is good motivation to believe happiness is possible and to try new ways to create this in your life.,"To help you move past the past and live in the present, I would suggest looking at what makes the memories seem so bright and beautiful to you. Are there places you had fond memories from before the event? Are there ways that you might have had a favorite thing to do with your friend? If so, are there some ways to remember those things in your life?"
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me.    Could it be that there is something they don't like about me? I don't understand why they won't answer my messages. How do I get people to respond to me?","I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encourage you to consider how much this is bothering you. If it is causing a significant amount of anxiety (say, more than 5/10 if 10 is really anxious), I would suggest talking with a local therapist.In the meantime, consider talking about this with someone you trust to whom you can get more details to get a more specific answer.","In order for people to respond to your messages they would be willing to understand and accept something about you. It doesn't have to be a large change of things. It may be as small as you choose. Perhaps I am too hard on myself. There are a lot of people out there who are being very nice to me and they do not respond. In the beginning, some people tend to take a while to respond to you. They know you are new and they don't want to help but have been told that they will when they are ready. I hope you can find out who is responding."
"I'm in college currently, so I am not a direct victim anymore. My father is very abusive with his words and actions, and my siblings are getting treated horribly.","Yes you can help!  Emotional and verbal abuse can cause a negative impact in your family.  It is important that you encourage your siblings to seek assistance with a therapist, and maybe help them find one, they should have school counselors available and if not our college counselor may help you to get referrals.  It’s also a good idea to talk to your mom about the issue and ask her if she would like help as well.  If you are concerned about your siblings' safety, contact Family Protective Services in your state, they will investigate and refer your father to classes or therapy as needed. It takes courage to do the right thing, you can do this!¿Hay algo que pueda hacer para ayudar a mis hermanos a escapar de nuestro emocionalmente abusivo padre?Actualmente estoy en la universidad, así que no soy victima directamente.  Mi padre es muy abusivo con sus palabras y acciones, y trata a mis hermanos horriblemente.¡Tu si puedes ayudar!  El abuso emocional y verbal puede causar daños graves en la familia.  Es importante que motives a tus hermanos a visitar e incluso encontrar a un terapista, la escuela debe tener uno disponible, y también puedes pedirle referidos a tu Consejero universitario.  También es buena idea que hables con tu mama al respecto y le preguntes si a ella le gustaría buscar ayuda.  Si te preocupa la seguridad de tus hermanos, contacta a el Departamento de Protección a la Familia en tu estado para reportar el abuso.  Ellos investigaran y determinaran si el hogar es un ambiente seguro par tus hermanos y recomendaran terapia o clases para tu papa.  Hay que ser valiente para hacer lo correcto, ¡tú puedes hacerlo!","You're right, not being a victim in a traditional sense is a huge shift. Not being a victim allows you to focus on how you wish to respond when you are confronted with your father and siblings' abusive behaviour in the future. Also, this kind of therapy could allow you to be helpful to others dealing with the same situations! It could even be a way to begin therapy."
"I've been depressed for quite a while. I've been trying to work through it, and my boyfriend has been my rock. He is honestly the only person I trust enough to talk to about anything, but he decided to break up with me because of my depression. I cannot afford to see a therapist or anything, so he saw no hope in staying with me. My insurance has a $5000 deductible, so I’m screwed. I've had everything from suicidal thoughts to trying to quit my job. I have no one. My family doesn't care about me; they kicked me out when I turned 18 a few years ago. I had friends, but they have all moved on with their lives and have no time for me. My ex-boyfriend is trying to help but is making things worse because every time I see or hear him, I break down into tears. I found out that I will never be promoted now because of my depression.","It sounds like you have been struggling with this for quite some time, using many of the same coping techniques that feel tried and true to no avail. Often, we fall back on coping techniques that would be helpful in other problems (stress, social anxieties, etc.) for our depression, but the truth is that depression requires it's own little tool kit. Depression is all-encompassing, and, based on what you've written, the symptoms are already affecting work and your personal life in myriad ways.  The best route forward would be to seek out counselling, admittedly, but if your insurance deductible is too high, that can be very expensive. I would recommend contacting your Employee Assistance Program (EAP) if offered by your employer. If not, you can look into community centres for counselling options, check if your doctor will give you a referral or your local religious organization. If, however, you are motivated to get your depression under control, there are some great workbooks out there that you can use on your own or with your therapist (as long as your therapist is trained in Cognitive Behavioural Therapy, or CBT), such as ""Mind Over Mood"".","I'm so sorry about all the things that have happened. I know that you're asking for help and I also recognize you're asking that question because it affects you. It sounds like you are looking for support. I may not know what you need. And I don't have to know anything about you or your background.I'm just curious how you feel about depression. If you are currently feeling depressed, I'm only doing this to help you find someone to talk to. When you go to the doctor, they may tell you that your depression is something you need to get help for, and you may want to continue therapy."
"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","Attention is not equal to love and being valued. It may be precisely because your brothers demand so much more your mom's attention through fighting with her that she pays more attention to them. It is a common situation in families where the ""squeaky wheel gets the grease"" and the siblings or family members who don't demand as much attention end up feeling invisible. It sucks to feel invisible and it is important that there is attention for you and that you know how much your mom loves and values you.  This sounds like an important conversation to have with your mom and if she is not able to really understand or help you address this concern you may want to suggest doing some family therapy where a skilled therapist can help you and your family work this out.","My dear, this is a bit of a struggle for you. When I am with one person, I feel respect for them, and I respect them in turn, and the person who is angry and disrespectful to me can feel my love and respect towards him/her. My name is Thomas. But you call me my friend. If your brother doesn't respect you, then that is your brothers place to do so. Your mother and father have put in a great amount of time to get you to where you are. That must be your life now. The respect, to me, comes from you, so I'd love to help you find it. First, I'd like to know how you feel about your brother. If you don't feel a connection at all with him, and you respect him in turn, that is the first step in you finding the respect you're seeking from him. If your brother thinks that it is his place to tell you how to treat him, then it's time for you to start telling him how he treats you. And that is a lot to put on anyone's plate! However, your brother must put that in her own mind as well. I would like you to take some time, be alone with your thoughts, and determine how you feel as you think about all of the things you're learning about your brother. Also, remember this:  I feel it is unfair that it takes all of your time and energy to address how your brother treats you, and I see what you are going through, and what it costs you. I want to remind you of the times, in your life, when you were treated well, and I feel that your brother could have done a better job. Is there even one moment that you felt this respected to yourself, or is the feeling of respect for you and the other people in your life always only to your brother? Is there even one moment in all of your relationships that you feel respected? The answer to these questions will come through this process."
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else.","It seems like what you are looking for is a way to advocate for yourself and that's so important in mental health! You know best what is working for you and what isn't, so you are the best person to speak out for yourself to the people that can help you. I have extensive training in substance abuse and medications used in therapy, and I work with many people that take Xanax.  Counselors may not prescribe, but with the right training we can educate and help you move through the complexities of medication usage when paired with therapy. There's definitely some debate about using medication in the counseling world, but many people are prescribed Xanax to cope with big emotional responses.  We don't know much about your situation here--if you are in counseling, what types of other coping skills you've tried to use, etc., so it'd be hard to suggest not taking anything for your symptoms.  You are obviously struggling and sometimes stabilization is the best you can do.  And the fact that you are considering dealing with the attacks as an option is a sign you are willing to negotiate your dosage and maybe even the intense fear you are experiencing.  That's seriously so courageous.A little bit about Xanax--Xanax is a drug in the Benzodiazepine family and is fast-acting.  That means it does only help short-term, but your body also builds a tolerance to it pretty quickly (just as people build tolerance to alcohol).  That could be why they aren't as effective for you at the dosage you are taking, especially if you are prescribed to take them twice a day.  It's really important that you discuss the symptoms you are still having with your prescribing provider, as well as when you are taking the medications so they understand the details of your situation and can determine if or how to modify your dosage.  These providers know a lot about the medication process and the more info they have, the better they can meet your needs.  They are ultimately the ones that will work with you to decide whether or not Xanax is the best for you and your situation.I definitely understand your concern that your provider may basically take away how you cope with panic attacks.  That's a scary thought!  Prescribing providers are typically trained in detecting medication abuse, and it is very common for people with anxiety issues to request higher dosages.  I have had plenty of clients ask for increased dosage.  Not only can this get you the assistance you need at the time you need it, but give you a voice in your treatment.  You may end up using that same voice for request to lower your dosage in the future.I do feel an ethical duty to let you know about some of the dangers of Xanax.  Benzodiazepines are depressants and work on the central nervous system (CNS) to do things like slow down your heart rate, breathing, etc. (as you can feel when they do work).  They should never be taken with any other depressants, such as alcohol, barbiturates, and other medications in the Benzo family.  Combinations like these could be fatal.Another danger is that there's a common pattern of relapse after discontinuing Xanax.  This means that symptoms tend to come back stronger than they were before taking the drug.  The reason for this is because when you are taking Xanax, your brain tries to intensify your fear reaction to override the drug.  So when you discontinue it, your fear reactions are still at those heightened levels.  Your prescribing provider can talk to you more about that and/or the process of tapering off the medication to make that less likely when that time comes for you.If you are in counseling and doing exposure activities, (being exposed to things you fear and sitting through the anxiety response) Xanax does interfere with this process.  The brain can't learn a different response if you feel calm.  This is something your counselor (if you have one) can discuss with you as well.The last thing I'd like to say is that there could be some value to practicing other ways to manage your anxiety if you want to make more long-term changes.  That decision is completely yours!  If/when you feel ready to do that, a counselor can help you learn how to move through anxiety without being as reliant on Xanax.  I hope this is helpful and you find what you need!","The best of advice I can give you is to talk to your therapist about your concerns. There are a few things you can do: Talk to your therapist and tell them that your Xanax isn't helping much. At the same time, you can ask them if they would be willing to adjust it to a 1mg dose of it at other times of the day. If that doesn't help, you can also ask her to discuss a new treatment plan with you. Be patient with your therapist, and you'll hopefully find the right balance that works for you."
"He leaves and is gone for days or weeks but stays in contact and tells me he misses me. He gets defensive when I ask him stuff. We haven't had sex in two months. He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.","Well, there certainly is distance he creates between the two of you.Whether or not the reason is from his cheating on you is impossible to tell based only on the information here provided.You could open a general discussion about the lack of closeness you feel.   Maybe he'll be more responsive to talk about emotions than about specific actions he's done or not done.Mostly, entitle yourself to the quality relationship you'd like to have.  Your discomfort and distress are valid and there's no good reason to live with conditions which keep these moods in place, forever.Give yourself time to plan your next move, especially since having a baby will add to each of your responsibilities.You didn't write how long the problem you describe has continued.One possible outcome if its been a short time, is he will resolve whatever currently drives his withdrawn behaviors from you.Your life, your outcome.Trust yourself to know when the time is right to stay or to go.","It sounds like you have 3 issues in this relationship, maybe they could be helped by a therapist. I have not given you a diagnosis in this situation. It sounds like it might be worth talking with a therapist to help you start a relationship with him when this new phase in your lives start up."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same.",What has caused you to feel this way about your girlfriend?
"My husband’s ex-wife married a man who was charged with seven felony counts of pandering involving a minor. He, by his own admission, is addicted to child pornography. My step-daughters are now all teenagers. They do not know. My husband’s ex-wife has kept this information from my step-daughters. The step-father has had issues regarding his pornography addiction recently. The ex-wife minimizes it by saying that he has ""repented."" It is a constant strain on my husband, knowing that his girls are living with a man who is addicted to child pornography. My own therapist believes the girls should be told. The ex-wife says her therapist says the opposite.",If the daughters are old & mature enough to understand substance abuse.  They should be told for their own empowerment. KNOWLEDGE is their power of safety and protection.,"I'm sorry you have been asked to take on this issue. I've heard that it is a long and difficult process to uncover what was hidden from the girls. There is not enough information at this point, as it seems to lack sufficient evidence of fraud. The ex-wife claims that his addiction has been reported and corrected, and his therapist says the opposite. Your husband seems stressed over this situation.  The ex-wife may have information she is not sharing as she is trying to hide something from the children.  This situation is difficult for your husband. There are some good points to consider:  First, consider whether it would be beneficial to have the ex-wife open up to your husband and tell him what she knows. It may help to resolve the tension by knowing what her role in the situation is.  Second, consider seeking an independent investigation to determine if she is being truthful. This could help your husband and his children know what is happening with the ex-wife. This is a risky decision to take, but there are ways to manage the stress you are experiencing. Consider consulting an attorney who may be able to help you determine the best path forward. The best path is for the girls to be told the truth, whether it is known or not.  This information would not only be good for them, but it also would help your husband know what to do with this situation."
"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the edge or just apathetic. Can I fix this by myself?","When it comes to trauma, especially in the event that it has caused you to develop PTSD, there can be a lot of difficulty in attempting to resolve these issues on your own simply because of how strong your urge to avoid it whenever thoughts of the traumatic experience come up. PTSD is best treated with the help of a mental health professional and if using the Cognitive Processing Approach can be treated in as few as 17 weeks. As for your other concerns, many of these can be treated independently if you have the motivation to manage your way through. Panic attacks and depression, specifically, often respond well to self-help treatment manuals. The Centre for Clinical Interventions is a great online resource for workbooks to help you learn to manage the depression and panic attacks. Whether you decide to work through these concerns on your own or in professional therapy, just know that your panic attacks must be managed prior to addressing your trauma. Hope this is helpful and if you have any other questions don't hesitate to ask.","First, I wish you well.  A survivor of PTSD and trauma has an advantage to it.  I would ask to know more about the kinds of traumas that are your biggest concerns.  I don't want to give you specific steps that may not be useful in your situation.  I would ask you to describe in more detail what trauma you experienced as a child and/or what trauma your adult life has caused you.  Do you have a belief about your self as a whole.  Who do you believe that you are, from your childhood?   What childhood events or situations affect you?   Does your current thoughts, feelings and reactions in response to certain events or situations seem to echo some past trauma?   Do you have a tendency to react as if you're being attacked, or by someone who's attacking you?   Have you always been on the edge of your awareness?   I think that it might make more sense if it was a childhood trauma rather than a ""adult trauma"".   If this is the case, I might advise you to see a child psychologist or therapist, or a neuropsychological specialist for any questions about the history of trauma or the development of symptoms.   Do you have an inner critic that is telling you what to do, or what you should feel?   Are you aware of what would change?  \�You are not your traumas.   You are something else.   What is that other thing?   Are you going to spend more time learning about it?  \� I know that this would be a lot of work.  \�But I believe that 100% of the time, 100% of people working on therapy/counseling are willing to do the work.  \�I know the path is long, and has many hurdles, but 100% of the time, 100% of the people working are working towards greater insight.  \�.  \�One does not always feel the change.  \�However, the change can"
