question,answer,llm_prediction
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","Good observation on your part, to distinguish that your feelings in relation to your mom are not necessarily connected to the way she handles her part of the relation toward you.Has your mom usually ignored your opinions and wishes in relating to you?If prior to the onset of Alzheimer's, she never examined her way of relating to you, and if both of you have never had an open conversation about your sense of feeling hurt by her attitudes and manner with you, then the relationship between you and your mom will change in ways other than rational dialogue.She may continue ignoring or overlooking your wishes because she's been stuck in this attitude for most of your life.The good news for you about this is realizing that who you are and your way of relating to your mom, has very little to do with the way she relates to you.This is a more profound disappointment because it shows that her disconnect from you has been for longer than when the Alzheimer's began.You can however, feel a little more free knowing that you're not deserving of being ignored.","If you're finding it hard to separate your feelings of disappointment from your own feelings of frustration. Try identifying your emotions by asking yourself: ""What's my *why*? what do I feel and why do I feel it?"" This is a good way to begin understanding why you find yourself in this emotional struggle. And remember, there are other ways to express yourself, it is all about finding which one, or combination of ways, works for your individual needs! And most importantly, what you need to hear, what you feel you should hear from someone is not in the book!"
"I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else.","You may be experiencing a form of dissociation called depersonalization.  People with this type of dissociation may feel disconnected from their bodies, feel that they are watching their bodies from a distance, or may not recognize their image in the mirror.  Dissociation sometimes occurs after someone experiences something traumatic.  I would suggest working with a therapist who specializes in dissociative disorders as dissociation does not typically resolve on its own.  On my website, I have some information specific to dissociation that you may find helpful.  Best of luck to you.","It sounds like your sense of self feels disconnected from your life and from your memories. Sometimes, this can come about because you've spent some time in situations that have put you into the subconscious. As a result, when you get back into the here and now, you may find that your person and you are separated. When you are in a place where you feel safe and at peace, you may see this as an opportunity to find yourself again. The goal here is to be patient with yourself while working to rediscover that person in yourself. Sometimes, it just takes time, and a lot of self-compassion. If you'd like, we could go over the other points on my list to help you along the way."
The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,Do some self-reflecting as to what areas of your life you'd currently like to develop.The good news is you know how happiness feels.That you were able to create situations and dynamics which produced happiness in your life is good motivation to believe happiness is possible and to try new ways to create this in your life.,"That sounds like it's going to be an interesting journey, with lots of highs and lows along the way, and lots of reminders of what you miss. I'm going to ask you a question that may feel weird and scary: When your memories of the past are looking bright, which part are you moving past and living in the present?"
"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me.    Could it be that there is something they don't like about me? I don't understand why they won't answer my messages. How do I get people to respond to me?","I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encourage you to consider how much this is bothering you. If it is causing a significant amount of anxiety (say, more than 5/10 if 10 is really anxious), I would suggest talking with a local therapist.In the meantime, consider talking about this with someone you trust to whom you can get more details to get a more specific answer.","There are many reasons why someone you're trying to connect with might not respond to your messages. There are many people on the planet and many social media accounts that you might be getting messages from. What people do online they probably do not want to tell anyone about you.  There could be a few issues with your messages that I've observed, but this could be with your messages, or what you're doing when you send your messages. I hope you can find out which one it is.  Don't feel guilty or bad about the messaging. Everyone has their own reasons for not responding. You may have tried it too many times before and given up on it at that point, and now people do not respond to you.  It is very easy to feel guilty, and to assume that others will ignore you, but some of us don't find a way to handle our disappointment with others.  Be sure to take breaks from social media, if that is something you can handle.  I hope I've answered your question, and hope to hear back from you."
"I'm in college currently, so I am not a direct victim anymore. My father is very abusive with his words and actions, and my siblings are getting treated horribly.","Yes you can help!  Emotional and verbal abuse can cause a negative impact in your family.  It is important that you encourage your siblings to seek assistance with a therapist, and maybe help them find one, they should have school counselors available and if not our college counselor may help you to get referrals.  It’s also a good idea to talk to your mom about the issue and ask her if she would like help as well.  If you are concerned about your siblings' safety, contact Family Protective Services in your state, they will investigate and refer your father to classes or therapy as needed. It takes courage to do the right thing, you can do this!¿Hay algo que pueda hacer para ayudar a mis hermanos a escapar de nuestro emocionalmente abusivo padre?Actualmente estoy en la universidad, así que no soy victima directamente.  Mi padre es muy abusivo con sus palabras y acciones, y trata a mis hermanos horriblemente.¡Tu si puedes ayudar!  El abuso emocional y verbal puede causar daños graves en la familia.  Es importante que motives a tus hermanos a visitar e incluso encontrar a un terapista, la escuela debe tener uno disponible, y también puedes pedirle referidos a tu Consejero universitario.  También es buena idea que hables con tu mama al respecto y le preguntes si a ella le gustaría buscar ayuda.  Si te preocupa la seguridad de tus hermanos, contacta a el Departamento de Protección a la Familia en tu estado para reportar el abuso.  Ellos investigaran y determinaran si el hogar es un ambiente seguro par tus hermanos y recomendaran terapia o clases para tu papa.  Hay que ser valiente para hacer lo correcto, ¡tú puedes hacerlo!","I'd not be alone if you had to choose which of your parents to listen to. While your siblings may have benefits from having a father with whom they can work through certain behavior patterns, there is nothing wrong with a student staying in college.    Being in college is a valid choice. What is very important is that you are listening to both sides of the story."
"I've been depressed for quite a while. I've been trying to work through it, and my boyfriend has been my rock. He is honestly the only person I trust enough to talk to about anything, but he decided to break up with me because of my depression. I cannot afford to see a therapist or anything, so he saw no hope in staying with me. My insurance has a $5000 deductible, so I’m screwed. I've had everything from suicidal thoughts to trying to quit my job. I have no one. My family doesn't care about me; they kicked me out when I turned 18 a few years ago. I had friends, but they have all moved on with their lives and have no time for me. My ex-boyfriend is trying to help but is making things worse because every time I see or hear him, I break down into tears. I found out that I will never be promoted now because of my depression.","It sounds like you have been struggling with this for quite some time, using many of the same coping techniques that feel tried and true to no avail. Often, we fall back on coping techniques that would be helpful in other problems (stress, social anxieties, etc.) for our depression, but the truth is that depression requires it's own little tool kit. Depression is all-encompassing, and, based on what you've written, the symptoms are already affecting work and your personal life in myriad ways.  The best route forward would be to seek out counselling, admittedly, but if your insurance deductible is too high, that can be very expensive. I would recommend contacting your Employee Assistance Program (EAP) if offered by your employer. If not, you can look into community centres for counselling options, check if your doctor will give you a referral or your local religious organization. If, however, you are motivated to get your depression under control, there are some great workbooks out there that you can use on your own or with your therapist (as long as your therapist is trained in Cognitive Behavioural Therapy, or CBT), such as ""Mind Over Mood"".","I’d like to start by saying that it's a *very* strong and clear message to tell your ex that his words are hurtful or unacceptable and how this is impacting you. It's understandable to feel angry in such a situation. Your feelings are real and valid. However, while I would like to advise you to not act out in anger and only wait for the right time for an assertive response, you seem to feel such anguish that you are at risk of pushing yourself away and causing further emotional hurt. While I can only offer advice about what you may do, or what not to do, I want to give you some perspective on what your emotions are telling you: I am angry that he felt the need to leave me. I am angry that he left me with such a large amount of money to give me, and yet he feels justified in his decision.  I want you to know that having these feelings doesn't necessarily mean that you should react in a way that could end up hurting you again. If it feels good to you to feel these negative emotions, then maybe you can work through them by expressing them in a healthy way. I may want to provide you with some resources about how to do that, if you are interested.  However, I just don't want you to feel that you are at risk of being hurt. I do want to encourage you to move out of the cycle of wanting to be in a relationship that is detrimental to your mental health. It is up to you to decide whether or not this is something that you want to do."
"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","Attention is not equal to love and being valued. It may be precisely because your brothers demand so much more your mom's attention through fighting with her that she pays more attention to them. It is a common situation in families where the ""squeaky wheel gets the grease"" and the siblings or family members who don't demand as much attention end up feeling invisible. It sucks to feel invisible and it is important that there is attention for you and that you know how much your mom loves and values you.  This sounds like an important conversation to have with your mom and if she is not able to really understand or help you address this concern you may want to suggest doing some family therapy where a skilled therapist can help you and your family work this out.",One therapist who knows me has told me that my son has been very affectionate about my current boyfriend as well as my brother. It would be useful to know what it is about him? Is it his height? Is it something else?
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else.","It seems like what you are looking for is a way to advocate for yourself and that's so important in mental health! You know best what is working for you and what isn't, so you are the best person to speak out for yourself to the people that can help you. I have extensive training in substance abuse and medications used in therapy, and I work with many people that take Xanax.  Counselors may not prescribe, but with the right training we can educate and help you move through the complexities of medication usage when paired with therapy. There's definitely some debate about using medication in the counseling world, but many people are prescribed Xanax to cope with big emotional responses.  We don't know much about your situation here--if you are in counseling, what types of other coping skills you've tried to use, etc., so it'd be hard to suggest not taking anything for your symptoms.  You are obviously struggling and sometimes stabilization is the best you can do.  And the fact that you are considering dealing with the attacks as an option is a sign you are willing to negotiate your dosage and maybe even the intense fear you are experiencing.  That's seriously so courageous.A little bit about Xanax--Xanax is a drug in the Benzodiazepine family and is fast-acting.  That means it does only help short-term, but your body also builds a tolerance to it pretty quickly (just as people build tolerance to alcohol).  That could be why they aren't as effective for you at the dosage you are taking, especially if you are prescribed to take them twice a day.  It's really important that you discuss the symptoms you are still having with your prescribing provider, as well as when you are taking the medications so they understand the details of your situation and can determine if or how to modify your dosage.  These providers know a lot about the medication process and the more info they have, the better they can meet your needs.  They are ultimately the ones that will work with you to decide whether or not Xanax is the best for you and your situation.I definitely understand your concern that your provider may basically take away how you cope with panic attacks.  That's a scary thought!  Prescribing providers are typically trained in detecting medication abuse, and it is very common for people with anxiety issues to request higher dosages.  I have had plenty of clients ask for increased dosage.  Not only can this get you the assistance you need at the time you need it, but give you a voice in your treatment.  You may end up using that same voice for request to lower your dosage in the future.I do feel an ethical duty to let you know about some of the dangers of Xanax.  Benzodiazepines are depressants and work on the central nervous system (CNS) to do things like slow down your heart rate, breathing, etc. (as you can feel when they do work).  They should never be taken with any other depressants, such as alcohol, barbiturates, and other medications in the Benzo family.  Combinations like these could be fatal.Another danger is that there's a common pattern of relapse after discontinuing Xanax.  This means that symptoms tend to come back stronger than they were before taking the drug.  The reason for this is because when you are taking Xanax, your brain tries to intensify your fear reaction to override the drug.  So when you discontinue it, your fear reactions are still at those heightened levels.  Your prescribing provider can talk to you more about that and/or the process of tapering off the medication to make that less likely when that time comes for you.If you are in counseling and doing exposure activities, (being exposed to things you fear and sitting through the anxiety response) Xanax does interfere with this process.  The brain can't learn a different response if you feel calm.  This is something your counselor (if you have one) can discuss with you as well.The last thing I'd like to say is that there could be some value to practicing other ways to manage your anxiety if you want to make more long-term changes.  That decision is completely yours!  If/when you feel ready to do that, a counselor can help you learn how to move through anxiety without being as reliant on Xanax.  I hope this is helpful and you find what you need!",Here's some advice on how to ask your therapist to change your dose of medication:
"He leaves and is gone for days or weeks but stays in contact and tells me he misses me. He gets defensive when I ask him stuff. We haven't had sex in two months. He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.","Well, there certainly is distance he creates between the two of you.Whether or not the reason is from his cheating on you is impossible to tell based only on the information here provided.You could open a general discussion about the lack of closeness you feel.   Maybe he'll be more responsive to talk about emotions than about specific actions he's done or not done.Mostly, entitle yourself to the quality relationship you'd like to have.  Your discomfort and distress are valid and there's no good reason to live with conditions which keep these moods in place, forever.Give yourself time to plan your next move, especially since having a baby will add to each of your responsibilities.You didn't write how long the problem you describe has continued.One possible outcome if its been a short time, is he will resolve whatever currently drives his withdrawn behaviors from you.Your life, your outcome.Trust yourself to know when the time is right to stay or to go.","First, I do not fully trust the information about his pregnancy. If he has said that he doesn't like this place, there may be other factors that are at play here. I can't tell you if he has a child with this woman or if he has a child with somebody else. Sometimes people can be secretive about their relationships. I also wonder why he is still in contact with me and not calling to see if he's fine.If you'd like I can add a note that in some cases sex is very difficult to find, or if the couple is in this stage of their relationship and they are having a difficult time with sexual intimacy and emotional intimacy, there is a high risk of them going through an emotional crisis that could lead to one or both of them or both of them hurting each other. I hope to help you better after all these points. If you are able to open up about what you are feeling, I suggest that you explore different couples counseling options if your partner wants to do so."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same.","Your concerns are shared by so many couples who are experiencing sadness and grief, and who are trying to find a way to get their love back. I'm so sorry that you're at such a time as to know about this heartbreak and that you also know about your girlfriend's depression, so I am glad that you're trying to help her. One thing you can do is just listen to her and offer her support and understanding. Don't try to fix her. The most important thing is that you are there for her, no matter what she feels."
"My husband’s ex-wife married a man who was charged with seven felony counts of pandering involving a minor. He, by his own admission, is addicted to child pornography. My step-daughters are now all teenagers. They do not know. My husband’s ex-wife has kept this information from my step-daughters. The step-father has had issues regarding his pornography addiction recently. The ex-wife minimizes it by saying that he has ""repented."" It is a constant strain on my husband, knowing that his girls are living with a man who is addicted to child pornography. My own therapist believes the girls should be told. The ex-wife says her therapist says the opposite.",If the daughters are old & mature enough to understand substance abuse.  They should be told for their own empowerment. KNOWLEDGE is their power of safety and protection.,As well as being well aware of the legal troubles that is concerning the entire family.  This is more than just an odd situation for my step-daughters to grow up with knowing all of this. But there is good news that I understand I'm dealing with some serious pain here. This may be a painful and complicated situation for the whole family because everyone has been hurt and the ex-wife has said that I need to tell my daughters what is happening as well as my husband. The ex-wife's insistence that her husband is repenting is likely another one of her own problems.
"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the edge or just apathetic. Can I fix this by myself?","When it comes to trauma, especially in the event that it has caused you to develop PTSD, there can be a lot of difficulty in attempting to resolve these issues on your own simply because of how strong your urge to avoid it whenever thoughts of the traumatic experience come up. PTSD is best treated with the help of a mental health professional and if using the Cognitive Processing Approach can be treated in as few as 17 weeks. As for your other concerns, many of these can be treated independently if you have the motivation to manage your way through. Panic attacks and depression, specifically, often respond well to self-help treatment manuals. The Centre for Clinical Interventions is a great online resource for workbooks to help you learn to manage the depression and panic attacks. Whether you decide to work through these concerns on your own or in professional therapy, just know that your panic attacks must be managed prior to addressing your trauma. Hope this is helpful and if you have any other questions don't hesitate to ask.","Let me help you with some questions. I know you've had trouble with PTSD and anxiety, your current issues may be because you do not know what triggers these issues and how to manage this. Sometimes these issues can be caused by an unhealthy relationship to your trauma, as well as other unhealthy relationships or family situations. It's also worth noting that your experience is not unique. Many people experience PTSD or anxiety, and it is often something one may learn through a lot of therapy. If you can get involved in this process and work through it with a therapist who specializes in trauma, and your symptoms are still persistent, it may be useful to learn the things that can help improve the symptoms you have. But many times the time to focus on what you can control is in the immediate aftermath of a traumatic event. Your body can often handle it's normal reactions to a traumatic event and not feel like this.  You may have a good sense of what triggers your PTSD, such as certain sounds or visuals and being able to use those things for more control over your situations."
"I used to be the funny guy of the group—the class clown, if you will. I used to laugh uncontrollably all the time and be able to be social without it feeling awkward. Now I can't laugh at all, and I'm dead inside.","If you look back to when you feel as though you were the ""funny guy,"" I wonder what is different now? It may be that responsibilities have changed or any number of other things.I don't know whether you're also saying that you feel sad or if you're saying that you feel as though you don't have any big changes in your feelings.A lot of us tend to be really busy, and sometimes we over schedule ourselves to the point that we don't have time to have positive time for ourselves. Sometimes even if we are spending time with friends, we're thinking about work and all of the other things we need to do.I wonder if it feels awkward when you're with friends that you trust in an environment that you are used to. Maybe if that is more comfortable for you, it can be a stepping stone to focusing on how you feel better in those moments.It sounds as if you may have had an experience (or more than one) where you felt misunderstood or criticized and now reacting to people feels awkward. If so, try going back to people you trust. Who do you have support from?","The comedy that comes from this place is often centered on it’s discomfort. You might have been the funny guy, but it was a facade, a way to cope with your anxiety or depression. It was not your core. What you feel now, if that is correct, is that there is something profoundly missing from your life in order for you to still be able to laugh at yourself, let alone other people.  As a therapist, I would be fascinated to know what exactly is your experience with the difference between when you are normally amused by yourself and when you aren't. At the least the lack of this humor is probably a sign that you are not getting the support you need, in the form of laughter and joy.  It's often a symptom of deeper problems, and you should consider your therapist's help in order to explore whether these feelings are something you can improve on your own, or if they are part of the symptom being presented. I strongly encourage you to seek out a different provider, in order to improve your overall mood, and to feel more connected to yourself,  so that you're more likely to be able to find reasons to laugh at yourself."
"I have an eating disorder of binging. I've had gastric sleeve surgery. I need help with issues of abuse as a child, addiction, and abusive men. I have been in therapy for five months and get no feedback from my therapist.","It can be really frustrating to feel like your counselor is not providing you with the help you need.My recommendation in a situation like this would be to let your counselor know how you feel. Specifically tell Your counselor that you don't seem to be getting the amount of feedback you would like.If this doesn't help, then you might want to look for another counselor who will be a better fit for you.","I can see you have a lot of emotions, many of which are related to abuse, addiction, and you feel unable to resolve them all through therapy. It sounds like the same issues keep coming up and there doesn't seem to be any way you can heal. The fact that you got a consultation with your therapist who gave you negative feedback is pretty bad for you, and could be considered a sign of abuse, or that your therapist is not good at helping you. The fact that your therapist gives you specific feedback that you think is not helpful for you is a good sign. You don't want to just hear what they think is good for you to do, you want to know what they think of your practice. If you decide to end therapy, you would want to decide where you're going next in your life, what you want to do to gain your freedom from these issues. As for you going to therapy as a priority, and what you want from it, you could start by writing out your specific goals. Then, you write out the list of questions you have for your therapist. The therapist is only good at seeing issues you bring to them, you are in charge of the whole process. Is therapy right for you? Does it include you?   Do you feel you have support and understanding to work at your therapy? If you decide you are good and happy with it, good for you! Now it comes to determining what to do with the therapist! It's okay to go to more as long as you are working at your own pace and you can find someone else who you feel will be better for you.  What is your goal in this situation and what needs is working to help you reach that goal? Do you want to see a new therapist? Do you have a therapist that you are comfortable to move the therapists to?  I'm just offering this to show you that you don't have to know right now exactly who to go to, as long as you have your own goals, then you'll be able to pick.  You have power. You can move on from this and heal yourself."
How can I know if I'm just being paranoid?,"Hi Texas,Oh, that's a powerful idea, isn't it? It burrows into your head. Let's figure this out. First, has your partner given you any concrete reason not to trust them? Have they cheated before? If not, then they deserve the benefit of the doubt until there is evidence. If it's a ""yes"", then it's natural that these fears would be triggered and you can simply let your partner know what triggers the fear and what you need. ""When you refuse to let me see your phone I worry that you're hiding something. I need openness"". If they haven't cheated on you in the past, there are three possible scenarios here. I invite you to take a moment and write down what the evidence is that cheating is going on. What is the specific thing that's triggering your fears? When you have your data recorded, read on...The first scenario is that you have been personally hurt in the past by someone else and you've developed fears that you will be hurt again or that you're not enough to keep someone interested (this is just fear...people cheat for their own reasons, not because we're not interesting). This may be true if what you wrote down is ""They didn't really do anything wrong...there is no evidence. I'm just scared and suspicious"". That's a cue to do some self reflection and calm yourself with thoughts like ""nothing has really happened. I can trust.""If what you wrote down was vague evidence, like for example your partner has been distant or irritable, or you're having less sex than usual, you can try to approach the situation without making assumptions. Trust your gut, but your gut isn't seeing evidence of cheating...it's evidence of ""something"". Ask your partner what's up with accusations or assumptions.The third possibility is that there is some clear evidence that they are cheating. Maybe there are texts on a phone, or someone has told you something they saw. I'd say when there is some evidence, it's okay to present this to your partner and ask what's going on. If this happens repeatedly, and your gut is screaming and there are only excuses or explanations that don't make sense, then it's okay to do a bit of ""research"" and be extra aware of what's going on around you. I hope that helps.","As you are looking for a way to know if you're just being paranoid, I would suggest you think about any logical things that have been going on in your mind over the past few years. If you are being paranoid about the fact that you haven't seen your best friend in over a year since you have since started to notice you were missing for a little while then you can probably figure that out. One person should be able to stay in a relationship for many years with someone you care about and have a good understanding of the relationship. Maybe you could consider getting the same thing for a couple of months so that you know it is real and not the result of the way your mind comes up with things when you are tired? The opposite is also true, and you might be trying to prevent a future relationship. I do not think the two can occur at the same time so do not assume that you're being paranoid that you know the worst that's happening in your relationship."
We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,"Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it.","Sometimes what the other person says can be difficult for you to accept because you don’t know what it means. Some situations may have different rules to the way people communicate. Be sure to talk to your friend or partner about their concerns. If your friend or partner feels uncomfortable asking a question, then ask them to share their story so you don’t get confused about what the other person meant. Be patient and try to understand where your friend or partner is coming from. And be ready to ask your friend or partner what they need from you to get it right to start with."
"I have PTSD. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago.    How can I get my life back?","Slowly is the rate at which you'll get back your life.Being traumatized means not feeling safe in almost all areas of life.Be patient with yourself as you try to regain trust that people will not harm you and will be sources of satisfaction in your life.It is possible that the trauma in your life requires such great attention on your part to your own inner emotional safety that you are better off with a less intensive job than the one you recently lost.Try to prioritize restoring your emotional and psychological health.  With this as the top area of your attention then you may have an easier time to accept a lesser degree of involvement in your work and relationships.When you feel angry, try to examine if underlying the anger are feelings of stress, fear, insecurity regarding your position in relationship to the person toward whom you feel angry.   Anger is often the surface reaction to more destabilizing emotions like fear and insecurity.Gradually by nurturing and comforting yourself, living at a pace which is uniquely comfortable to what and how much you can handle, you'll regain your trust in both yourself and relating to others.","It sounds like your PTSD has put a huge load on your life, and has damaged or made the sex, anger, or the relationships more difficult. As a result you need some help with how to make those changes. I recommend taking a look at a few resources and seeing which of these resonate with you. Your family and other loved ones might have the best advice about how to move forward.  It's essential that you get some of what you need, whether that is the help of a therapist. In addition you have to work through the underlying fears and ideas that come up when the world is trying to be hard on you. It might be helpful to talk to a psychiatrist about how to manage your symptoms. There are many ways to live a good life, even while dealing with PTSD, and by having some hope and guidance on the road, it can be much easier to stick with it!  Remember, it's okay to ask for help."
"I'm dating this guy, Peter. My friend Jennifer used to date him a while ago, and she's fine with us dating. My ex-boyfriend, Paul, broke up with Jennifer, and she's devastated about it. Peter and I are going through a rough patch in our relationship. All of a sudden, Paul is in ""love"" with me, and he wants me back. I don't know what to do because I can't hurt my friend or my boyfriend, but I think I might Paul again.","Hello. The dynamics of having a romantic relationship with someone is not always clear. Sometimes we jump from one relationship to another without giving ourselves a chance to adjust and grieve for the one we had to leave behind. When you find yourself in a situation where a previous partner is coming back into your life and desires to be with you again, it is important to ask yourself what the motivations are prompting that return. Is the person afraid of being alone? Are they jealous of your current relationship? Do you feel the same way about this returning relationship as you did before it was ended? How long and/or how committed is the current relationship you are in now with your current partner? Does your former partner not like being ""dumped"" and maybe they just want to get back together with you so that they can ""dump"" you instead? Some of these questions you may not be able to answer, and some of them might require your own internal reflection.You likely want to make a good decision, and you also might want to consider who it will impact, and how that will happen. Other friends might be upset at this sudden change, and it could create a strain on your friendship. You will want to carefully consider the value of that friendship before you take any actions that could damage it. Also perhaps think about what led you to end the relationship with your previous partner in the first place. Has there been a change in events or behavior that would cause you to think of a valid reason to give that person a second chance? How it will it impact your current relationship?Going into relationships should be done with reflection, patience, and full awareness. Ultimately you choose who is in your life, so you want to make those choices based on appropriate decision making, and with the ability to protect yourself from harm. No one else can make this choice for you. However, gaining the insight of friends or family can be helpful, as can seeking out the counsel of a therapist. In your heart, you will likely find the right answer. Learn to trust that more, as that is where the core of emotion tends to be when you need it. Use your mind to analyze things, but allow yourself to also feel your way through the situation too. The answer will arrive if you let it.","Jennifer has to be worried or have an idea of what is going to happen. Since she's the one who knew the situation from the beginning of the relationship, she knows how Paul felt when his ex broke up with him and how she felt about him, so it would make sense that she would want to make sure he doesn't follow through with her wanting him back. Paul is probably hoping he can make me feel the same way that Jennifer did, which is likely to only hurt me."
"I'm scared that I am with this man so I won't be alone. He should be with somebody who deserves him if this is the case, and I don’t want to hurt him.","While not wanting to be alone may not be the best reason to be in a relationship, it is probably more common and normal a reason than you think.  Since you seem to care about your friend (""don't want to hurt him""), I imagine there are many other reasons that you are together.  I suggest that you talk about this open-heartedly with each other.  The idea of being afraid of being alone sounds like an honest starting place.  Don't try to ""figure out"" whether you should be with him.  Just talk.  The communication is likely to shine light on deepening connection for BOTH OF YOU.In the meantime, your idea that you don't deserve him is rooted in a ""core lie"" that you are telling yourself.  You can read about ""core lies"" and much more in my book, Living Yes, a Handbook for Being Human.  Check out www.LivingYes.org.Be easy on yourself.  You are deserving!~Mark","I understand that you're seeking reasons to not give up on the relationship because you're so scared you'll hurt him. It sounds like you are wondering and also having some strong feelings. What do you see when you think about what it would be like if you give it up? What do you think he'd say? How are you imagining yourself handling it? What do you feel in your heart about what he would say or do? Don't worry about what you think he is thinking. You have to trust that he will have a good time. You may want to get outside of him and just enjoy the nice weather, something warm and delicious for dinner and maybe watch some TV. In your mind or in your words, don't think about the future. Don't worry too much. What do you have now? If it isn't good then find a new one! But give it a try!"
